автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 1 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 4 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 7 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 7—8 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 14 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;П. Н. Кудрявцеву. (1). 15 мая 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 11—12 июня 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 14—15 июня 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 24 июня 1846.;;;;;
Белинский, Виссарион Григорьевич;критик, публицист;Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.;1956;письмо;односторонняя;М. В. Белинской. (1). 28 июня 1846.;;;;;
