автор;род деятельности;публикация;год публикации;формат публикации (переписка/письмо/отрывки/отрывок);односторонняя / двусторонняя;персоналии;примечания;электронный источник;адресат;количество писем;даты
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;В. П. Толстому. (1). 23 сентября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Полине Виардо. (1). 26 сентября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;В. П. Толстому. (1). Сентябрь 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Полине Тургеневой. (1). Сентябрь 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;А. А. Краевскому. (1). Середина июля — сентябрь 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Л. H. Толстому. (1). 3 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;H. А. Некрасову. (1). 11 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;С. Т. Аксакову. (1). 16 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;М. Н., В. П. Толстым. (1). 17 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;Я. П. Полонскому. (1). 24 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;П. А. Вяземскому. (1). Середина 20-х чисел октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;H. Н. Тургеневу. (1). 27 октября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;П. А. Плетневу. (1). 13 ноября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;С. Т. Аксакову. (1). 19 ноября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;П. А. Вяземскому. (1). 23 ноября 1855.;;;;;
Тургенев, Иван Сергеевич; писатель, поэт, публицист, драматург, переводчик;Тургенев И.С. Полное собрание сочинений и писем : В 30 т. Письма. В 18 т.: Т. 3. Письма, 1855-1858. М.: Наука, 1987. 701, [1] с., [1] л. портр.;1987;письмо;односторонняя;M. Н. Каткову. (1). 28 ноября 1855.;;;;;
