"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Андриевский, Иван Ефимович";"Андриевский";"Иван Ефимович";"И. Е.";"Андриевский";"Андриевский";"Андриевский, Иван Ефимович";"Андриевский, И. Е.";"";""
"Чернышевский, Н. Г.";"Чернышевский";"Николай Гаврилович";"Н. Г.";"Чернышевский";"Чернышевскому";"Чернышевский, Николай Гаврилович";"Чернышевский, Н. Г.";"Q192331";"https://www.wikidata.org/wiki/Q192331"
"Анненков, Павел Васильевич";"Анненков";"Павел Васильевич";"П. В.";"Анненков";"Анненков";"Анненков, Павел Васильевич";"Анненков, П. В.";"Q1373475";"https://www.wikidata.org/wiki/Q1373475"
"Полтарацкий, С. Д.";"Полтарацкий";"С. Д.";"С. Д.";"Полтарацкий";"Полтарацкому";"";"Полтарацкий, С. Д.";"";""
"Буткевич, А. А.";"Буткевич";"Анна Алексеевна";"А. А.";"Буткевич";"Буткевич";"Буткевич, Анна Алексеевна";"Буткевич, А. А.";"Q28665410";"https://www.wikidata.org/wiki/Q28665410"
"Топоров, А. В.";"Топоров";"А. В.";"А. В.";"Топоров";"Топорову";"";"Топоров, А. В.";"";""
"Огарев, Н. П.";"Огарев";"Н. П.";"Н. П.";"Огарев";"Огареву";"";"Огарев, Н. П.";"";""
"Пыпин, А. Н.";"Пыпин";"Александр Николаевич";"А. Н.";"Пыпин";"Пыпину";"Пыпин, Александр Николаевич";"Пыпин, А. Н.";"Q1354525";"https://www.wikidata.org/wiki/Q1354525"
"Татаринов, А. Н.";"Татаринов";"А. Н.";"А. Н.";"Татаринов";"Татаринову";"";"Татаринов, А. Н.";"";""
"Анненковы, А. П.";"Анненковы";"А. П.";"А. П.";"Анненков";"Анненковым";"";"Анненков, А. П.";"";""
"Анненковы, И. П.";"Анненковы";"И. П.";"И. П.";"Анненков";"Анненковым";"";"Анненков, И. П.";"Q1373475";"https://www.wikidata.org/wiki/Q1373475"
"Анненковы, Ф. П.";"Анненковы";"Ф. П.";"Ф. П.";"Анненков";"Анненковым";"";"Анненков, Ф. П.";"";""
"Писемский, А. Ф.";"Писемский";"Алексей Феофилактович";"А. Ф.";"Писемский";"Писемскому";"Писемский, Алексей Феофилактович";"Писемский, А. Ф.";"Q470371";"https://www.wikidata.org/wiki/Q470371"
"Михайлов, В. М.";"Михайлов";"В. М.";"В. М.";"Михайлов";"Михайлову";"";"Михайлов, В. М.";"Q191882";"https://www.wikidata.org/wiki/Q191882"
"Боткин, В. П.";"Боткин";"Василий Петрович";"В. П.";"Боткин";"Боткину";"Боткин, Василий Петрович";"Боткин, В. П.";"Q2385068";"https://www.wikidata.org/wiki/Q2385068"
"Гаевский, В. П.";"Гаевский";"Виктор Павлович";"В. П.";"Гаевский";"Гаевскому";"Гаевский, Виктор Павлович";"Гаевский, В. П.";"Q4131613";"https://www.wikidata.org/wiki/Q4131613"
"Корш, Е. Ф.";"Корш";"Евгений Фёдорович";"Е. Ф.";"Корш";"Коршу";"Корш, Евгений Фёдорович";"Корш, Е. Ф.";"Q4234537";"https://www.wikidata.org/wiki/Q4234537"
"Анненков, И. В.";"Анненков";"И. В.";"И. В.";"Анненков";"Анненкову";"";"Анненков, И. В.";"Q1373475";"https://www.wikidata.org/wiki/Q1373475"
"Анненковы, И. В.";"Анненковы";"И. В.";"И. В.";"Анненков";"Анненковым";"";"Анненков, И. В.";"Q1373475";"https://www.wikidata.org/wiki/Q1373475"
"Анненковы, Ф. В.";"Анненковы";"Ф. В.";"Ф. В.";"Анненков";"Анненковым";"";"Анненков, Ф. В.";"";""
"Маркс, К.";"Маркс";"К.";"К.";"Маркс";"Марксу";"";"Маркс, К.";"";""
"Белинская, М. В.";"Белинская";"Мария Васильевна";"М. В.";"Белинская";"Белинской";"Белинская, Мария Васильевна";"Белинская, М. В.";"";""
"Салтыков-Щедрин, М. Е.";"Салтыков-Щедрин";"Михаил Евграфович";"М. Е.";"Салтыков-Щедрин";"Салтыкову-Щедрину";"Салтыков-Щедрин, Михаил Евграфович";"Салтыков-Щедрин, М. Е.";"Q211785";"https://www.wikidata.org/wiki/Q211785"
"Стасюлевич, М. М.";"Стасюлевич";"Михаил Матвеевич";"М. М.";"Стасюлевич";"Стасюлевичу";"Стасюлевич, Михаил Матвеевич";"Стасюлевич, М. М.";"Q4441249";"https://www.wikidata.org/wiki/Q4441249"
"Островский, М. Н.";"Островский";"Михаил Николаевич";"М. Н.";"Островский";"Островскому";"Островский, Михаил Николаевич";"Островский, М. Н.";"Q257349";"https://www.wikidata.org/wiki/Q257349"
"Огарева, Н. А.";"Огарева";"Н. А.";"Н. А.";"Огарева";"Огаревой";"";"Огарева, Н. А.";"";""
"Щербань, Н. В.";"Щербань";"Н. В.";"Н. В.";"Щербань";"Щербаню";"";"Щербань, Н. В.";"";""
"Павлищев, Н. И.";"Павлищев";"Николай Иванович";"Н. И.";"Павлищев";"Павлищеву";"Павлищев, Николай Иванович";"Павлищев, Н. И.";"Q4341440";"https://www.wikidata.org/wiki/Q4341440"
"Анненский, Николай Фёдорович";"Анненский";"Николай Фёдорович";"Н. Ф.";"Анненский";"Анненский";"Анненский, Николай Фёдорович";"Анненский, Н. Ф.";"Q4066660";"https://www.wikidata.org/wiki/Q4066660"
"Гольцев, В. А.";"Гольцев";"Виктор Александрович";"В. А.";"Гольцев";"Гольцеву";"Гольцев, Виктор Александрович";"Гольцев, В. А.";"Q4142814";"https://www.wikidata.org/wiki/Q4142814"
"Анонимный адресант";"Анонимный адресант";"";"";"Анонимный адресант";"Анонимный адресант";"Анонимный адресант";"Анонимный адресант, ";"";""
"Антонович, А.";"Антонович";"А.";"А.";"Антонович";"Антонович";"Антонович, А.";"Антонович, А.";"Q3920671";"https://www.wikidata.org/wiki/Q3920671"
"Антонович, Максим Алексеевич";"Антонович";"Максим Алексеевич";"М. А.";"Антонович";"Антонович";"Антонович, Максим Алексеевич";"Антонович, М. А.";"Q1967191";"https://www.wikidata.org/wiki/Q1967191"
"Львов-Рогачевский, В. Л.";"Львов-Рогачевский";"В. Л.";"В. Л.";"Львов-Рогачевский";"Львову-Рогачевскому";"";"Львов-Рогачевский, В. Л.";"Q43858938";"https://www.wikidata.org/wiki/Q43858938"
"Елисеев, Г. З.";"Елисеев";"Григорий Захарович";"Г. З.";"Елисеев";"Елисееву";"Елисеев, Григорий Захарович";"Елисеев, Г. З.";"Q2631309";"https://www.wikidata.org/wiki/Q2631309"
"Пыпины, Е. Н.";"Пыпины";"Е. Н.";"Е. Н.";"Пыпин";"Пыпиным";"";"Пыпин, Е. Н.";"";""
"Пыпины, С. Н.";"Пыпины";"Сергей Николаевич";"С. Н.";"Пыпин";"Пыпиным";"Пыпин, Сергей Николаевич";"Пыпин, С. Н.";"";""
"Николадзе, Н. Я.";"Николадзе";"Николай Яковлевич";"Н. Я.";"Николадзе";"Николадзе";"Николадзе, Николай Яковлевич";"Николадзе, Н. Я.";"Q3651051";"https://www.wikidata.org/wiki/Q3651051"
"Лавров, П. Л.";"Лавров";"Пётр Лаврович (Миртов";"П. Л.";"Лавров";"Лаврову";"Лавров, Пётр Лаврович (Миртов, Арнольди)";"Лавров, П. Л.";"";""
"ред. «Биржевых ведомостей»";"ред. «Биржевых ведомостей»";"";"";"ред. «Биржевых ведомостей»";"ред. «Биржевых ведомостей»";"";"ред. «Биржевых ведомостей»";"";""
"ред. «Речи»";"ред. «Речи»";"";"";"ред. «Речи»";"ред. «Речи»";"";"ред. «Речи»";"";""
"ред. «Современника»";"ред. «Современника»";"";"";"ред. «Современника»";"ред. «Современника»";"";"ред. «Современника»";"";""
"редакторы «Слова»";"редакторы «Слова»";"";"";"редакторы «Слова»";"редакторам «Слова»";"";"редакторы «Слова»";"";""
"Сын";"Сын";"";"";"Сын";"Сыну";"";"Сын";"";""
"Апрелова, Елена Ивановна (Ардов, Бламберг)";"Апрелова";"Елена Ивановна (Ардов";"Е. И.";"Апрелова";"Апрелова";"Апрелова, Елена Ивановна (Ардов, Бламберг)";"Апрелова, Е. И.";"";""
"Апухтин, Алексей Николаевич";"Апухтин";"Алексей Николаевич";"А. Н.";"Апухтин";"Апухтин";"Апухтин, Алексей Николаевич";"Апухтин, А. Н.";"Q2618170";"https://www.wikidata.org/wiki/Q2618170"
"Жиркевич, А. В.";"Жиркевич";"А. В.";"А. В.";"Жиркевич";"Жиркевичу";"";"Жиркевич, А. В.";"Q4180512";"https://www.wikidata.org/wiki/Q4180512"
"Кони, А. Ф.";"Кони";"Анатолий Фёдорович";"А. Ф.";"Кони";"Кони";"Кони, Анатолий Фёдорович";"Кони, А. Ф.";"Q4230805";"https://www.wikidata.org/wiki/Q4230805"
"Бертенсон, В. Б.";"Бертенсон";"В. Б.";"В. Б.";"Бертенсон";"Бертенсону";"";"Бертенсон, В. Б.";"";""
"Толстой, Л. Н.";"Толстой";"Лев Николаевич";"Л. Н.";"Толстой";"Толстому";"Толстой, Лев Николаевич";"Толстой, Л. Н.";"Q7243";"https://www.wikidata.org/wiki/Q7243"
"Козлов, П. В.";"Козлов";"П. В.";"П. В.";"Козлов";"Козлову";"";"Козлов, П. В.";"";""
"Чайковский, П. И.";"Чайковский";"Пётр Ильич";"П. И.";"Чайковский";"Чайковскому";"Чайковский, Пётр Ильич";"Чайковский, П. И.";"Q7315";"https://www.wikidata.org/wiki/Q7315"
"Арапов, Пимен Николаевич";"Арапов";"Пимен Николаевич";"П. Н.";"Арапов";"Арапов";"Арапов, Пимен Николаевич";"Арапов, П. Н.";"Q4068550";"https://www.wikidata.org/wiki/Q4068550"
"Загоскин, М. Н.";"Загоскин";"Михаил Николаевич";"М. Н.";"Загоскин";"Загоскину";"Загоскин, Михаил Николаевич";"Загоскин, М. Н.";"Q629784";"https://www.wikidata.org/wiki/Q629784"
"Арина Родионовна";"Арина Родионовна";"";"";"Арина Родионовна";"Арина Родионовна";"Арина Родионовна";"Арина Родионовна, ";"Q50943";"https://www.wikidata.org/wiki/Q50943"
"Арсеньев, Дмитрий Николаевич";"Арсеньев";"Дмитрий Николаевич";"Д. Н.";"Арсеньев";"Арсеньев";"Арсеньев, Дмитрий Николаевич";"Арсеньев, Д. Н.";"Q15064125";"https://www.wikidata.org/wiki/Q15064125"
