"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Самойлова, Н. В.";"Самойлова";"Н. В.";"Н. В.";"Самойлова";"Самойловой";"";"Самойлова, Н. В.";"";""
"Ханыков, Н. В.";"Ханыков";"Николай Владимирович";"Н. В.";"Ханыков";"Ханыкову";"Ханыков, Николай Владимирович";"Ханыков, Н. В.";"Q1932393";"https://www.wikidata.org/wiki/Q1932393"
"Дмитриеву-Оренбургский, Н. Д.";"Дмитриеву-Оренбургский";"Н. Д.";"Н. Д.";"Дмитриеву-Оренбургский";"Дмитриеву-Оренбургскому";"";"Дмитриеву-Оренбургский, Н. Д.";"";""
"Бакст, Н. И.";"Бакст";"Н. И.";"Н. И.";"Бакст";"Баксту";"";"Бакст, Н. И.";"";""
"Рашет, Н. И.";"Рашет";"Н. И.";"Н. И.";"Рашет";"Рашет";"";"Рашет, Н. И.";"";""
"Спасский, Н. М.";"Спасский";"Н. М.";"Н. М.";"Спасский";"Спасскому";"";"Спасский, Н. М.";"";""
"Рашет, Н. Н.";"Рашет";"Н. Н.";"Н. Н.";"Рашет";"Рашет";"";"Рашет, Н. Н.";"";""
"Рашот, Н. Н.";"Рашот";"Н. Н.";"Н. Н.";"Рашот";"Рашот";"";"Рашот, Н. Н.";"";""
"Толстой, Н. Н.";"Толстой";"Н. Н.";"Н. Н.";"Толстой";"Толстому";"";"Толстой, Н. Н.";"Q4459952";"https://www.wikidata.org/wiki/Q4459952"
"Тургенев, Н. Н.";"Тургенев";"Н. Н.";"Н. Н.";"Тургенев";"Тургеневу";"";"Тургенев, Н. Н.";"Q3383408";"https://www.wikidata.org/wiki/Q3383408"
"Тютчев, Н. Н.";"Тютчев";"Николай Николаевич";"Н. Н.";"Тютчев";"Тютчеву";"Тютчев, Николай Николаевич";"Тютчев, Н. Н.";"";""
"Аловерот, Н. П.";"Аловерот";"Н. П.";"Н. П.";"Аловерот";"Аловерту";"";"Аловерот, Н. П.";"";""
"Веретенников, Н. П.";"Веретенников";"Н. П.";"Н. П.";"Веретенников";"Веретенникову";"";"Веретенников, Н. П.";"";""
"Тургенев, Н. С.";"Тургенев";"Н. С.";"Н. С.";"Тургенев";"Тургеневу";"";"Тургенев, Н. С.";"";""
"Сакс, Н.";"Сакс";"Н.";"Н.";"Сакс";"Саксу";"";"Сакс, Н.";"";""
"Крузе, Н. Ф.";"Крузе";"Н. Ф.";"Н. Ф.";"Крузе";"Крузе";"";"Крузе, Н. Ф.";"Q4242080";"https://www.wikidata.org/wiki/Q4242080"
"Н.A. Кишинский";"Н.A. Кишинский";"";"";"Н.A. Кишинский";"Н.A. Кишинскому";"";"Н.A. Кишинский";"Q4222647";"https://www.wikidata.org/wiki/Q4222647"
"Надар";"Надар";"";"";"Надар";"Надару";"";"Надар";"Q40116";"https://www.wikidata.org/wiki/Q40116"
"Неизвестный немецкий издатель";"Неизвестный немецкий издатель";"";"";"Неизвестный немецкий издатель";"Неизвестному немецкому издателю";"";"Неизвестный немецкий издатель";"";""
"Никола Брюс";"Никола Брюс";"";"";"Никола Брюс";"Никола Брюсу";"";"Никола Брюс";"";""
"Новицкий";"Новицкий";"";"";"Новицкий";"Новицкому";"";"Новицкий";"Q12133994";"https://www.wikidata.org/wiki/Q12133994"
"Киреева, О. А.";"Киреева";"О. А.";"О. А.";"Киреева";"Киреевой";"";"Киреева, О. А.";"";""
"Хилкова, О. Д.";"Хилкова";"О. Д.";"О. Д.";"Хилкова";"Хилковой";"";"Хилкова, О. Д.";"";""
"Гижицкая, О. К.";"Гижицкая";"О. К.";"О. К.";"Гижицкая";"Гижицкой";"";"Гижицкая, О. К.";"";""
"О.K. Гижицкая";"О.K. Гижицкая";"";"";"О.K. Гижицкая";"О.K. Гижицкой";"";"О.K. Гижицкая";"";""
"Огюст Вакери";"Огюст Вакери";"";"";"Огюст Вакери";"Огюсту Вакери";"";"Огюст Вакери";"";""
"Плетнёв, П А.";"Плетнёв";"П А.";"П А.";"Плетнёв";"Плетневу";"";"Плетнёв, П А.";"Q2993843";"https://www.wikidata.org/wiki/Q2993843"
"Анненков, П. А.";"Анненков";"П. А.";"П. А.";"Анненков";"Анненков";"";"Анненков, П. А.";"";""
"Бакунин, П. А.";"Бакунин";"П. А.";"П. А.";"Бакунин";"Бакунину";"";"Бакунин, П. А.";"";""
"Ильинский, П. А.";"Ильинский";"П. А.";"П. А.";"Ильинский";"Ильинскому";"";"Ильинский, П. А.";"Q4199273";"https://www.wikidata.org/wiki/Q4199273"
"Писемский, П. А.";"Писемский";"П. А.";"П. А.";"Писемский";"Писемскому";"";"Писемский, П. А.";"";""
"Аниеиков, П. В.";"Аниеиков";"П. В.";"П. В.";"Аниеиков";"Аниеикову";"";"Аниеиков, П. В.";"";""
"Васильев, П. В.";"Васильев";"Павел Васильевич (Васильев 2-й)";"П. В.";"Васильев";"Васильеву";"Васильев, Павел Васильевич (Васильев 2-й)";"Васильев, П. В.";"";""
"Жуковский, П. В.";"Жуковский";"П. В.";"П. В.";"Жуковский";"Жуковскому";"";"Жуковский, П. В.";"Q4181532";"https://www.wikidata.org/wiki/Q4181532"
"Тютчев, П. В.";"Тютчев";"П. В.";"П. В.";"Тютчев";"Тютчеву";"";"Тютчев, П. В.";"";""
"Анненковы, П. В.";"Анненковы";"Павел Васильевич";"П. В.";"Анненков";"Анненковым";"Анненков, Павел Васильевич";"Анненков, П. В.";"Q1373475";"https://www.wikidata.org/wiki/Q1373475"
"Анненковы, Г. А.";"Анненковы";"Г. А.";"Г. А.";"Анненков";"Анненковым";"";"Анненков, Г. А.";"";""
"Гейза, П.";"Гейза";"П.";"П.";"Гейза";"Гейзе";"";"Гейза, П.";"";""
"Анненков, П. Е.";"Анненков";"П. Е.";"П. Е.";"Анненков";"Анненкову";"";"Анненков, П. Е.";"";""
"Борисов, П. И.";"Борисов";"П. И.";"П. И.";"Борисов";"Борисову";"";"Борисов, П. И.";"";""
"Маляревский, П. К.";"Маляревский";"П. К.";"П. К.";"Маляревский";"Маляревскому";"";"Маляревский, П. К.";"";""
"Грибовский, П. М.";"Грибовский";"П. М.";"П. М.";"Грибовский";"Грибовскому";"";"Грибовский, П. М.";"";""
"Тургенев, П. Н.";"Тургенев";"П. Н.";"П. Н.";"Тургенев";"Тургеневу";"";"Тургенев, П. Н.";"Q3383408";"https://www.wikidata.org/wiki/Q3383408"
"Самарин, П. Ф.";"Самарин";"П. Ф.";"П. Ф.";"Самарин";"Самарину";"";"Самарин, П. Ф.";"";""
"Пауль Гейза";"Пауль Гейза";"";"";"Пауль Гейза";"Паулю Гейзе";"";"Пауль Гейза";"";""
"Пауль Генза";"Пауль Генза";"";"";"Пауль Генза";"Паулю Гензе";"";"Пауль Генза";"";""
"Пауль Линдау";"Пауль Линдау";"";"";"Пауль Линдау";"Паулю Линдау";"";"Пауль Линдау";"Q86886";"https://www.wikidata.org/wiki/Q86886"
"Письмо к редактору";"Письмо к редактору";"";"";"Письмо к редактору";"Письмо к редактору";"";"Письмо к редактору";"";""
"Полина Брюар";"Полина Брюар";"";"";"Полина Брюар";"Полине Брюар";"";"Полина Брюар";"";""
"Полина Брюэр";"Полина Брюэр";"";"";"Полина Брюэр";"Полине Брюэр";"";"Полина Брюэр";"";""
"Полина Впардо";"Полина Впардо";"";"";"Полина Впардо";"Полине Впардо";"";"Полина Впардо";"";""
"Полина и Луи Виардо";"Полина и Луи Виардо";"";"";"Полина и Луи Виардо";"Полине и Луи Виардо";"";"Полина и Луи Виардо";"";""
"Полина Крюэр";"Полина Крюэр";"";"";"Полина Крюэр";"Полине Крюэр";"";"Полина Крюэр";"";""
"Полина Тургенева";"Полина Тургенева";"";"";"Полина Тургенева";"Полине Тургеневой";"";"Полина Тургенева";"";""
"Полина";"Полина";"";"";"Полина";"Полине";"";"Полина";"";""
"Гастон Брюэр";"Гастон Брюэр";"";"";"Гастон Брюэр";"Гастону Брюэр";"";"Гастон Брюэр";"";""
"Полипе Брюэр";"Полипе Брюэр";"";"";"Полипе Брюэр";"Полипе Брюэр";"";"Полипе Брюэр";"";""
"Поллачек";"Поллачек";"";"";"Поллачек";"Поллачеку";"";"Поллачек";"";""
"Поле Буржа";"Поле Буржа";"";"";"Поле Буржа";"Полю Бурже";"";"Поле Буржа";"";""
"Поле Даллоз";"Поле Даллоз";"";"";"Поле Даллоз";"Полю Даллозу";"";"Поле Даллоз";"";""
"Полю-Жозефу Шенавар";"Полю-Жозефу Шенавар";"";"";"Полю-Жозефу Шенавар";"Полю-Жозефу Шенавару";"";"Полю-Жозефу Шенавар";"";""
"Постав Флобер";"Постав Флобер";"";"";"Постав Флобер";"Поставу Флоберу";"";"Постав Флобер";"";""
"Представители харьковская интеллигенция";"Представители харьковская интеллигенция";"";"";"Представители харьковская интеллигенция";"Представителям харьковской интеллигенции";"";"Представители харьковская интеллигенция";"";""
"Принцесса Матильда";"Принцесса Матильда";"";"";"Принцесса Матильда";"Принцессе Матильде";"";"Принцесса Матильда";"Q766973";"https://www.wikidata.org/wiki/Q766973"
"Милнс, Р. М.";"Милнс";"Р. М.";"Р. М.";"Милнс";"Милнсу";"";"Милнс, Р. М.";"";""
"Раби";"Раби";"";"";"Раби";"Раби";"";"Раби";"";""
"Редактор «Биржевых ведомостей»";"Редактор «Биржевых ведомостей»";"";"";"Редактор «Биржевых ведомостей»";"Редактору «Биржевых ведомостей»";"";"Редактор «Биржевых ведомостей»";"";""
"Редактор «Вестника Европы»";"Редактор «Вестника Европы»";"";"";"Редактор «Вестника Европы»";"Редактору «Вестника Европы»";"";"Редактор «Вестника Европы»";"";""
"Редактор «Дня»";"Редактор «Дня»";"";"";"Редактор «Дня»";"Редактору «Дня»";"";"Редактор «Дня»";"";""
"Редактор «Московских ведомостей»";"Редактор «Московских ведомостей»";"";"";"Редактор «Московских ведомостей»";"Редактору «Московских ведомостей»";"";"Редактор «Московских ведомостей»";"";""
"Редактор «Правды»";"Редактор «Правды»";"";"";"Редактор «Правды»";"Редактору «Правды»";"";"Редактор «Правды»";"";""
"Редактор «Русской правды»";"Редактор «Русской правды»";"";"";"Редактор «Русской правды»";"Редактору «Русской правды»";"";"Редактор «Русской правды»";"";""
"Редактор «С.-Петербургских ведомостей»";"Редактор «С.-Петербургских ведомостей»";"";"";"Редактор «С.-Петербургских ведомостей»";"Редактору «С.-Петербургских ведомостей»";"";"Редактор «С.-Петербургских ведомостей»";"";""
"Редактор «Journal de St. P?teisbourg»";"Редактор «Journal de St. P?teisbourg»";"";"";"Редактор «Journal de St. P?teisbourg»";"Редактору «Journal de St. P?teisbourg»";"";"Редактор «Journal de St. P?teisbourg»";"";""
