"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url"
"Ратгауз, Д. М.";"Ратгауз";"Д. М.";"Д. М.";"Ратгауз";"Ратгаузу";"";"Ратгауз, Д. М.";"";""
"Ратынский, Н. А.";"Ратынский";"Н. А.";"Н. А.";"Ратынский";"Ратынскому";"";"Ратынский, Н. А.";"";""
"Рафаил Лёвенфельд";"Рафаил Лёвенфельд";"";"";"Рафаил Лёвенфельд";"Рафаилу Лёвенфельду";"";"Рафаил Лёвенфельд";"";""
"Рахманов, В. В.";"Рахманов";"В. В.";"В. В.";"Рахманов";"Рахманову";"";"Рахманов, В. В.";"";""
"Рахманова, Е. В.";"Рахманова";"Е. В.";"Е. В.";"Рахманова";"Рахмановой";"";"Рахманова, Е. В.";"";""
"Рахманова, Е. С.";"Рахманова";"Е. С.";"Е. С.";"Рахманова";"Рахмановой";"";"Рахманова, Е. С.";"";""
"Рачинская, О. Н.";"Рачинская";"О. Н.";"О. Н.";"Рачинская";"Рачинской";"";"Рачинская, О. Н.";"";""
"Рачинский, С. А.";"Рачинский";"Сергей Александрович";"С. А.";"Рачинский";"Рачинскому";"Рачинский, Сергей Александрович";"Рачинский, С. А.";"";""
"Рачинский, Сергей Александрович";"Рачинский";"Сергей Александрович";"С. А.";"Рачинский";"Рачинский";"Рачинский, Сергей Александрович";"Рачинский, С. А.";"";""
"Рашет, Н. И.";"Рашет";"Н. И.";"Н. И.";"Рашет";"Рашет";"";"Рашет, Н. И.";"";""
"Рашет, Н. Н.";"Рашет";"Н. Н.";"Н. Н.";"Рашет";"Рашет";"";"Рашет, Н. Н.";"";""
"Рашот, Н. Н.";"Рашот";"Н. Н.";"Н. Н.";"Рашот";"Рашот";"";"Рашот, Н. Н.";"";""
"Рготинов";"Рготинов";"";"";"Рготинов";"Рготинову";"";"Рготинов";"";""
"Ревелиоти, К. Ф.";"Ревелиоти";"К. Ф.";"К. Ф.";"Ревелиоти";"Ревелиоти";"";"Ревелиоти, К. Ф.";"";""
"ред газ. «Новости и биржевая газета»";"ред газ. «Новости и биржевая газета»";"";"";"ред газ. «Новости и биржевая газета»";"ред газ. «Новости и биржевая газета»";"";"ред газ. «Новости и биржевая газета»";"";""
"ред. «Биржевых ведомостей»";"ред. «Биржевых ведомостей»";"";"";"ред. «Биржевых ведомостей»";"ред. «Биржевых ведомостей»";"";"ред. «Биржевых ведомостей»";"";""
"ред. «Вестника Европы»";"ред. «Вестника Европы»";"";"";"ред. «Вестника Европы»";"ред. «Вестника Европы»";"";"ред. «Вестника Европы»";"";""
"ред. «Вестника литературы»";"ред. «Вестника литературы»";"";"";"ред. «Вестника литературы»";"ред. «Вестника литературы»";"";"ред. «Вестника литературы»";"";""
"ред. «Вестника свободных мнений»";"ред. «Вестника свободных мнений»";"";"";"ред. «Вестника свободных мнений»";"ред. «Вестника свободных мнений»";"";"ред. «Вестника свободных мнений»";"";""
"ред. «Вологодских губернских ведомостей»";"ред. «Вологодских губернских ведомостей»";"";"";"ред. «Вологодских губернских ведомостей»";"ред. «Вологодских губернских ведомостей»";"";"ред. «Вологодских губернских ведомостей»";"";""
"ред. «Вперед»";"ред. «Вперед»";"";"";"ред. «Вперед»";"ред. «Вперед»";"";"ред. «Вперед»";"";""
"ред. «Голоса правды»";"ред. «Голоса правды»";"";"";"ред. «Голоса правды»";"ред. «Голоса правды»";"";"ред. «Голоса правды»";"";""
"ред. «Голоса»";"ред. «Голоса»";"";"";"ред. «Голоса»";"ред. «Голоса»";"";"ред. «Голоса»";"";""
"ред. «Гражданина»";"ред. «Гражданина»";"";"";"ред. «Гражданина»";"ред. «Гражданина»";"";"ред. «Гражданина»";"";""
"ред. «Древней и новой России»";"ред. «Древней и новой России»";"";"";"ред. «Древней и новой России»";"ред. «Древней и новой России»";"";"ред. «Древней и новой России»";"";""
"ред. «Изв. Петерб. славянского благотворительного общества»";"ред. «Изв. Петерб. славянского благотворительного общества»";"";"";"ред. «Изв. Петерб. славянского благотворительного общества»";"ред. «Изв. Петерб. славянского благотворительного общества»";"";"ред. «Изв. Петерб. славянского благотворительного общества»";"";""
"ред. «Искры»";"ред. «Искры»";"";"";"ред. «Искры»";"ред. «Искры»";"";"ред. «Искры»";"";""
"ред. «Колокола»";"ред. «Колокола»";"";"";"ред. «Колокола»";"ред. «Колокола»";"";"ред. «Колокола»";"";""
"ред. «Курьера»";"ред. «Курьера»";"";"";"ред. «Курьера»";"ред. «Курьера»";"";"ред. «Курьера»";"";""
"ред. «Литературной газеты»";"ред. «Литературной газеты»";"";"";"ред. «Литературной газеты»";"ред. «Литературной газеты»";"";"ред. «Литературной газеты»";"";""
"ред. «Молвы»";"ред. «Молвы»";"";"";"ред. «Молвы»";"ред. «Молвы»";"";"ред. «Молвы»";"";""
"ред. «Московских ведомостей»";"ред. «Московских ведомостей»";"";"";"ред. «Московских ведомостей»";"ред. «Московских ведомостей»";"";"ред. «Московских ведомостей»";"";""
"ред. «Московского вестника»";"ред. «Московского вестника»";"";"";"ред. «Московского вестника»";"ред. «Московского вестника»";"";"ред. «Московского вестника»";"";""
"ред. «Московского телеграфа»";"ред. «Московского телеграфа»";"";"";"ред. «Московского телеграфа»";"ред. «Московского телеграфа»";"";"ред. «Московского телеграфа»";"";""
"ред. «Народного голоса»";"ред. «Народного голоса»";"";"";"ред. «Народного голоса»";"ред. «Народного голоса»";"";"ред. «Народного голоса»";"";""
"ред. «Нашей жизни»";"ред. «Нашей жизни»";"";"";"ред. «Нашей жизни»";"ред. «Нашей жизни»";"";"ред. «Нашей жизни»";"";""
"ред. «Нового времени»";"ред. «Нового времени»";"";"";"ред. «Нового времени»";"ред. «Нового времени»";"";"ред. «Нового времени»";"";""
"ред. «Новой Руси»";"ред. «Новой Руси»";"";"";"ред. «Новой Руси»";"ред. «Новой Руси»";"";"ред. «Новой Руси»";"";""
"ред. «Новостей дня»";"ред. «Новостей дня»";"";"";"ред. «Новостей дня»";"ред. «Новостей дня»";"";"ред. «Новостей дня»";"";""
"ред. «Новостей»";"ред. «Новостей»";"";"";"ред. «Новостей»";"ред. «Новостей»";"";"ред. «Новостей»";"";""
"ред. «Новости дня»";"ред. «Новости дня»";"";"";"ред. «Новости дня»";"ред. «Новости дня»";"";"ред. «Новости дня»";"";""
"ред. «Одесских новостей»";"ред. «Одесских новостей»";"";"";"ред. «Одесских новостей»";"ред. «Одесских новостей»";"";"ред. «Одесских новостей»";"";""
"ред. «Одесского вестника»";"ред. «Одесского вестника»";"";"";"ред. «Одесского вестника»";"ред. «Одесского вестника»";"";"ред. «Одесского вестника»";"";""
"ред. «Отечественных записок»";"ред. «Отечественных записок»";"";"";"ред. «Отечественных записок»";"ред. «Отечественных записок»";"";"ред. «Отечественных записок»";"";""
"ред. «Отечественных записок».";"ред. «Отечественных записок».";"";"";"ред. «Отечественных записок».";"ред. «Отечественных записок».";"";"ред. «Отечественных записок».";"";""
"ред. «Петербургских ведомостей»";"ред. «Петербургских ведомостей»";"";"";"ред. «Петербургских ведомостей»";"ред. «Петербургских ведомостей»";"";"ред. «Петербургских ведомостей»";"";""
"ред. «Петербургского дневника театрала»";"ред. «Петербургского дневника театрала»";"";"";"ред. «Петербургского дневника театрала»";"ред. «Петербургского дневника театрала»";"";"ред. «Петербургского дневника театрала»";"";""
"ред. «Петербургской газеты»";"ред. «Петербургской газеты»";"";"";"ред. «Петербургской газеты»";"ред. «Петербургской газеты»";"";"ред. «Петербургской газеты»";"";""
"ред. «Речи»";"ред. «Речи»";"";"";"ред. «Речи»";"ред. «Речи»";"";"ред. «Речи»";"";""
"ред. «Руси»";"ред. «Руси»";"";"";"ред. «Руси»";"ред. «Руси»";"";"ред. «Руси»";"";""
"ред. «Русских ведомостей»";"ред. «Русских ведомостей»";"";"";"ред. «Русских ведомостей»";"ред. «Русских ведомостей»";"";"ред. «Русских ведомостей»";"";""
"ред. «Русского архива»";"ред. «Русского архива»";"";"";"ред. «Русского архива»";"ред. «Русского архива»";"";"ред. «Русского архива»";"";""
"ред. «Русского богатства»";"ред. «Русского богатства»";"";"";"ред. «Русского богатства»";"ред. «Русского богатства»";"";"ред. «Русского богатства»";"";""
"ред. «Русского вестника»";"ред. «Русского вестника»";"";"";"ред. «Русского вестника»";"ред. «Русского вестника»";"";"ред. «Русского вестника»";"";""
"ред. «Русского мира»";"ред. «Русского мира»";"";"";"ред. «Русского мира»";"ред. «Русского мира»";"";"ред. «Русского мира»";"";""
"ред. «Русского обозрения»";"ред. «Русского обозрения»";"";"";"ред. «Русского обозрения»";"ред. «Русского обозрения»";"";"ред. «Русского обозрения»";"";""
"ред. «Русского слова»";"ред. «Русского слова»";"";"";"ред. «Русского слова»";"ред. «Русского слова»";"";"ред. «Русского слова»";"";""
"ред. «С.-Петерб. вед.»";"ред. «С.-Петерб. вед.»";"";"";"ред. «С.-Петерб. вед.»";"ред. «С.-Петерб. вед.»";"";"ред. «С.-Петерб. вед.»";"";""
"ред. «С.-Петербургских ведомостей»";"ред. «С.-Петербургских ведомостей»";"";"";"ред. «С.-Петербургских ведомостей»";"ред. «С.-Петербургских ведомостей»";"";"ред. «С.-Петербургских ведомостей»";"";""
"ред. «Саратовского листка»";"ред. «Саратовского листка»";"";"";"ред. «Саратовского листка»";"ред. «Саратовского листка»";"";"ред. «Саратовского листка»";"";""
"ред. «Северного вестника»";"ред. «Северного вестника»";"";"";"ред. «Северного вестника»";"ред. «Северного вестника»";"";"ред. «Северного вестника»";"";""
"ред. «Слова»";"ред. «Слова»";"";"";"ред. «Слова»";"ред. «Слова»";"";"ред. «Слова»";"";""
"ред. «Современника»";"ред. «Современника»";"";"";"ред. «Современника»";"ред. «Современника»";"";"ред. «Современника»";"";""
"ред. «Современного мира»";"ред. «Современного мира»";"";"";"ред. «Современного мира»";"ред. «Современного мира»";"";"ред. «Современного мира»";"";""
"ред. «Сына отечества»";"ред. «Сына отечества»";"";"";"ред. «Сына отечества»";"ред. «Сына отечества»";"";"ред. «Сына отечества»";"";""
"ред. «Театра и искусства»";"ред. «Театра и искусства»";"";"";"ред. «Театра и искусства»";"ред. «Театра и искусства»";"";"ред. «Театра и искусства»";"";""
"ред. «Товарища»";"ред. «Товарища»";"";"";"ред. «Товарища»";"ред. «Товарища»";"";"ред. «Товарища»";"";""
"ред. «Труда»";"ред. «Труда»";"";"";"ред. «Труда»";"ред. «Труда»";"";"ред. «Труда»";"";""
"ред. «Эпохи»";"ред. «Эпохи»";"";"";"ред. «Эпохи»";"ред. «Эпохи»";"";"ред. «Эпохи»";"";""
"ред. «La Justice»";"ред. «La Justice»";"";"";"ред. «La Justice»";"ред. «La Justice»";"";"ред. «La Justice»";"";""
"ред. «Suisse radicale»";"ред. «Suisse radicale»";"";"";"ред. «Suisse radicale»";"ред. «Suisse radicale»";"";"ред. «Suisse radicale»";"";""
"ред. «Thе Morning Star»";"ред. «Thе Morning Star»";"";"";"ред. «Thе Morning Star»";"ред. «Thе Morning Star»";"";"ред. «Thе Morning Star»";"";""
"ред. газ . «Северный курьер»";"ред. газ . «Северный курьер»";"";"";"ред. газ . «Северный курьер»";"ред. газ . «Северный курьер»";"";"ред. газ . «Северный курьер»";"";""
"ред. газ. «Голос»";"ред. газ. «Голос»";"";"";"ред. газ. «Голос»";"ред. газ. «Голос»";"";"ред. газ. «Голос»";"";""
"ред. газ. «Новое время»";"ред. газ. «Новое время»";"";"";"ред. газ. «Новое время»";"ред. газ. «Новое время»";"";"ред. газ. «Новое время»";"";""
"ред. газ. «Петербургские ведомости»";"ред. газ. «Петербургские ведомости»";"";"";"ред. газ. «Петербургские ведомости»";"ред. газ. «Петербургские ведомости»";"";"ред. газ. «Петербургские ведомости»";"";""
"ред. газ. «Речь»";"ред. газ. «Речь»";"";"";"ред. газ. «Речь»";"ред. газ. «Речь»";"";"ред. газ. «Речь»";"";""
"ред. газ. «Слово»";"ред. газ. «Слово»";"";"";"ред. газ. «Слово»";"ред. газ. «Слово»";"";"ред. газ. «Слово»";"";""
"ред. газ. «Современные известия»";"ред. газ. «Современные известия»";"";"";"ред. газ. «Современные известия»";"ред. газ. «Современные известия»";"";"ред. газ. «Современные известия»";"";""
"ред. газ. «Gioventu»";"ред. газ. «Gioventu»";"";"";"ред. газ. «Gioventu»";"ред. газ. «Gioventu»";"";"ред. газ. «Gioventu»";"";""
"ред. газ. «Kraj»";"ред. газ. «Kraj»";"";"";"ред. газ. «Kraj»";"ред. газ. «Kraj»";"";"ред. газ. «Kraj»";"";""
"Ред. журн. «Время»";"Ред. журн. «Время»";"";"";"Ред. журн. «Время»";"Ред. журн. «Время»";"";"Ред. журн. «Время»";"";""
"ред. журн. «Исторический вестник»";"ред. журн. «Исторический вестник»";"";"";"ред. журн. «Исторический вестник»";"ред. журн. «Исторический вестник»";"";"ред. журн. «Исторический вестник»";"";""
"ред. журн. «Охота и коннозаводство»";"ред. журн. «Охота и коннозаводство»";"";"";"ред. журн. «Охота и коннозаводство»";"ред. журн. «Охота и коннозаводство»";"";"ред. журн. «Охота и коннозаводство»";"";""
"ред. сборника «Отклик»";"ред. сборника «Отклик»";"";"";"ред. сборника «Отклик»";"ред. сборника «Отклик»";"";"ред. сборника «Отклик»";"";""
"ред. сборника «Отклики»";"ред. сборника «Отклики»";"";"";"ред. сборника «Отклики»";"ред. сборника «Отклики»";"";"ред. сборника «Отклики»";"";""
"Редактор";"Редактор";"";"";"Редактор";"Редактору";"";"Редактор";"";""
"Редактор ""Русских ведомостей""";"Редактор ""Русских ведомостей""";"";"";"Редактор ""Русских ведомостей""";"Редактору ""Русских ведомостей""";"";"Редактор ""Русских ведомостей""";"";""
"Редактор ""Русского инвалида""";"Редактор ""Русского инвалида""";"";"";"Редактор ""Русского инвалида""";"Редактору ""Русского инвалида""";"";"Редактор ""Русского инвалида""";"";""
"Редактор ""British Health Review""";"Редактор ""British Health Review""";"";"";"Редактор ""British Health Review""";"Редактору ""British Health Review""";"";"Редактор ""British Health Review""";"";""
"Редактор ""Journal des Debats""";"Редактор ""Journal des Debats""";"";"";"Редактор ""Journal des Debats""";"Редактору ""Journal des Debats""";"";"Редактор ""Journal des Debats""";"";""
"Редактор «Биржевых ведомостей»";"Редактор «Биржевых ведомостей»";"";"";"Редактор «Биржевых ведомостей»";"Редактору «Биржевых ведомостей»";"";"Редактор «Биржевых ведомостей»";"";""
"Редактор «Вестника Европы»";"Редактор «Вестника Европы»";"";"";"Редактор «Вестника Европы»";"Редактору «Вестника Европы»";"";"Редактор «Вестника Европы»";"";""
"Редактор «Дня»";"Редактор «Дня»";"";"";"Редактор «Дня»";"Редактору «Дня»";"";"Редактор «Дня»";"";""
"Редактор «Московских ведомостей»";"Редактор «Московских ведомостей»";"";"";"Редактор «Московских ведомостей»";"Редактору «Московских ведомостей»";"";"Редактор «Московских ведомостей»";"";""
"Редактор «Нижегородского сборника»";"Редактор «Нижегородского сборника»";"";"";"Редактор «Нижегородского сборника»";"Редактору «Нижегородского сборника»";"";"Редактор «Нижегородского сборника»";"";""
"Редактор «Правды»";"Редактор «Правды»";"";"";"Редактор «Правды»";"Редактору «Правды»";"";"Редактор «Правды»";"";""
"Редактор «Русских ведомостей»";"Редактор «Русских ведомостей»";"";"";"Редактор «Русских ведомостей»";"Редактору «Русских ведомостей»";"";"Редактор «Русских ведомостей»";"";""
"Редактор «Русской правды»";"Редактор «Русской правды»";"";"";"Редактор «Русской правды»";"Редактору «Русской правды»";"";"Редактор «Русской правды»";"";""
"Редактор «С.-Петербургских ведомостей»";"Редактор «С.-Петербургских ведомостей»";"";"";"Редактор «С.-Петербургских ведомостей»";"Редактору «С.-Петербургских ведомостей»";"";"Редактор «С.-Петербургских ведомостей»";"";""
"Редактор «Смоленского вестника»";"Редактор «Смоленского вестника»";"";"";"Редактор «Смоленского вестника»";"Редактору «Смоленского вестника»";"";"Редактор «Смоленского вестника»";"";""
"Редактор «Journal de Saint-Petersbourg»";"Редактор «Journal de Saint-Petersbourg»";"";"";"Редактор «Journal de Saint-Petersbourg»";"Редактору «Journal de Saint-Petersbourg»";"";"Редактор «Journal de Saint-Petersbourg»";"";""
"Редактор «Journal de St. P?teisbourg»";"Редактор «Journal de St. P?teisbourg»";"";"";"Редактор «Journal de St. P?teisbourg»";"Редактору «Journal de St. P?teisbourg»";"";"Редактор «Journal de St. P?teisbourg»";"";""
"Редактор «L’inde´pendance Belge»";"Редактор «L’inde´pendance Belge»";"";"";"Редактор «L’inde´pendance Belge»";"Редактору «L’inde´pendance Belge»";"";"Редактор «L’inde´pendance Belge»";"";""
"Редактор «Le Globe»";"Редактор «Le Globe»";"";"";"Редактор «Le Globe»";"Редактору «Le Globe»";"";"Редактор «Le Globe»";"";""
"Редактор «Le Nord»";"Редактор «Le Nord»";"";"";"Редактор «Le Nord»";"Редактору «Le Nord»";"";"Редактор «Le Nord»";"";""
"Редактор «Le Temps»";"Редактор «Le Temps»";"";"";"Редактор «Le Temps»";"Редактору «Le Temps»";"";"Редактор «Le Temps»";"";""
"Редактор «Revue Europ?enne»";"Редактор «Revue Europ?enne»";"";"";"Редактор «Revue Europ?enne»";"Редактору «Revue Europ?enne»";"";"Редактор «Revue Europ?enne»";"";""
"Редактор английская газеты";"Редактор английская газеты";"";"";"Редактор английская газеты";"Редактору английской газеты";"";"Редактор английская газеты";"";""
"Редактор газеты ""Новое время""";"Редактор газеты ""Новое время""";"";"";"Редактор газеты ""Новое время""";"Редактору газеты ""Новое время""";"";"Редактор газеты ""Новое время""";"";""
"Редактор газеты ""Правительственный вестник""";"Редактор газеты ""Правительственный вестник""";"";"";"Редактор газеты ""Правительственный вестник""";"Редактору газеты ""Правительственный вестник""";"";"Редактор газеты ""Правительственный вестник""";"";""
"Редактор газеты ""С. -Петербургские ведомость""";"Редактор газеты ""С. -Петербургские ведомость""";"";"";"Редактор газеты ""С. -Петербургские ведомость""";"Редактору газеты ""С. -Петербургские ведомости""";"";"Редактор газеты ""С. -Петербургские ведомость""";"";""
"Редактор газеты ""Stokholm Tagblatt""";"Редактор газеты ""Stokholm Tagblatt""";"";"";"Редактор газеты ""Stokholm Tagblatt""";"Редактору газеты ""Stokholm Tagblatt""";"";"Редактор газеты ""Stokholm Tagblatt""";"";""
"Редактор газеты «Daily News»";"Редактор газеты «Daily News»";"";"";"Редактор газеты «Daily News»";"Редактору газеты «Daily News»";"";"Редактор газеты «Daily News»";"";""
"Редактор журнала ""Русская мысль""";"Редактор журнала ""Русская мысль""";"";"";"Редактор журнала ""Русская мысль""";"Редактору журнала ""Русская мысль""";"";"Редактор журнала ""Русская мысль""";"";""
"Редактор журнала ""Revue des revues""";"Редактор журнала ""Revue des revues""";"";"";"Редактор журнала ""Revue des revues""";"Редактору журнала ""Revue des revues""";"";"Редактор журнала ""Revue des revues""";"";""
"Редактор иностранная газеты";"Редактор иностранная газеты";"";"";"Редактор иностранная газеты";"Редактору иностранной газеты";"";"Редактор иностранная газеты";"";""
"Редактор одного из иностранных журналов";"Редактор одного из иностранных журналов";"";"";"Редактор одного из иностранных журналов";"Редактору одного из иностранных журналов";"";"Редактор одного из иностранных журналов";"";""
"редакторы «Слова»";"редакторы «Слова»";"";"";"редакторы «Слова»";"редакторам «Слова»";"";"редакторы «Слова»";"";""
"Редакторы газет";"Редакторы газет";"";"";"Редакторы газет";"Редакторам газет";"";"Редакторы газет";"";""
"Редакторы газет ""Русские ведомость"" и ""Новое время""";"Редакторы газет ""Русские ведомость"" и ""Новое время""";"";"";"Редакторы газет ""Русские ведомость"" и ""Новое время""";"Редакторам газет ""Русские ведомости"" и ""Новое время""";"";"Редакторы газет ""Русские ведомость"" и ""Новое время""";"";""
"редакция";"редакция";"";"";"редакция";"редакции";"";"редакция";"";""
"Редакция ""Neuen Gesellschaftlichen Correspondent""";"Редакция ""Neuen Gesellschaftlichen Correspondent""";"";"";"Редакция ""Neuen Gesellschaftlichen Correspondent""";"Редакции ""Neuen Gesellschaftlichen Correspondent""";"";"Редакция ""Neuen Gesellschaftlichen Correspondent""";"";""
"Редакция «Вестника Европы»";"Редакция «Вестника Европы»";"";"";"Редакция «Вестника Европы»";"Редакции «Вестника Европы»";"";"Редакция «Вестника Европы»";"";""
"Редакция «Всемирной иллюстрации»";"Редакция «Всемирной иллюстрации»";"";"";"Редакция «Всемирной иллюстрации»";"Редакции «Всемирной иллюстрации»";"";"Редакция «Всемирной иллюстрации»";"";""
"Редакция «Настольного энциклопедического словаря»";"Редакция «Настольного энциклопедического словаря»";"";"";"Редакция «Настольного энциклопедического словаря»";"Редакции «Настольного энциклопедического словаря»";"";"Редакция «Настольного энциклопедического словаря»";"";""
"Редакция «Нашего века»";"Редакция «Нашего века»";"";"";"Редакция «Нашего века»";"Редакции «Нашего века»";"";"Редакция «Нашего века»";"";""
"Редакция «Нового времени»";"Редакция «Нового времени»";"";"";"Редакция «Нового времени»";"Редакции «Нового времени»";"";"Редакция «Нового времени»";"";""
"Редакция «Русских ведомостей»";"Редакция «Русских ведомостей»";"";"";"Редакция «Русских ведомостей»";"Редакции «Русских ведомостей»";"";"Редакция «Русских ведомостей»";"";""
"Редакция «Русской мысли»";"Редакция «Русской мысли»";"";"";"Редакция «Русской мысли»";"Редакции «Русской мысли»";"";"Редакция «Русской мысли»";"";""
"Редакция «Русской старины»";"Редакция «Русской старины»";"";"";"Редакция «Русской старины»";"Редакции «Русской старины»";"";"Редакция «Русской старины»";"";""
"Редакция «С.-Петербургских ведомостей»";"Редакция «С.-Петербургских ведомостей»";"";"";"Редакция «С.-Петербургских ведомостей»";"Редакции «С.-Петербургских ведомостей»";"";"Редакция «С.-Петербургских ведомостей»";"";""
"Редакция «Санкт-Петербургских ведомостей»";"Редакция «Санкт-Петербургских ведомостей»";"";"";"Редакция «Санкт-Петербургских ведомостей»";"Редакции «Санкт-Петербургских ведомостей»";"";"Редакция «Санкт-Петербургских ведомостей»";"";""
"Редакция «Северного вестника»";"Редакция «Северного вестника»";"";"";"Редакция «Северного вестника»";"Редакции «Северного вестника»";"";"Редакция «Северного вестника»";"";""
"Редакция «Северной пчелы»";"Редакция «Северной пчелы»";"";"";"Редакция «Северной пчелы»";"Редакции «Северной пчелы»";"";"Редакция «Северной пчелы»";"";""
"Редакция «Складчины»";"Редакция «Складчины»";"";"";"Редакция «Складчины»";"Редакции «Складчины»";"";"Редакция «Складчины»";"";""
"Редакция «Сына отечества»";"Редакция «Сына отечества»";"";"";"Редакция «Сына отечества»";"Редакции «Сына отечества»";"";"Редакция «Сына отечества»";"";""
"Редакция газеты ""Новое время""";"Редакция газеты ""Новое время""";"";"";"Редакция газеты ""Новое время""";"Редакции газеты ""Новое время""";"";"Редакция газеты ""Новое время""";"";""
"Редакция газеты ""Обновленный человек""";"Редакция газеты ""Обновленный человек""";"";"";"Редакция газеты ""Обновленный человек""";"Редакции газеты ""Обновленный человек""";"";"Редакция газеты ""Обновленный человек""";"";""
"Редакция газеты ""Русские ведомость""";"Редакция газеты ""Русские ведомость""";"";"";"Редакция газеты ""Русские ведомость""";"Редакции газеты ""Русские ведомости""";"";"Редакция газеты ""Русские ведомость""";"";""
"Редакция газеты ""Русское слово""";"Редакция газеты ""Русское слово""";"";"";"Редакция газеты ""Русское слово""";"Редакции газеты ""Русское слово""";"";"Редакция газеты ""Русское слово""";"";""
"Редакция газеты ""Свободный труд""";"Редакция газеты ""Свободный труд""";"";"";"Редакция газеты ""Свободный труд""";"Редакции газеты ""Свободный труд""";"";"Редакция газеты ""Свободный труд""";"";""
"Редакция газеты ""Час""";"Редакция газеты ""Час""";"";"";"Редакция газеты ""Час""";"Редакции газеты ""Час""";"";"Редакция газеты ""Час""";"";""
"Редакция газеты ""Morgen Post""";"Редакция газеты ""Morgen Post""";"";"";"Редакция газеты ""Morgen Post""";"Редакция газеты ""Morgen Post""";"";"Редакция газеты ""Morgen Post""";"";""
"Редакция газеты ""New-York World""";"Редакция газеты ""New-York World""";"";"";"Редакция газеты ""New-York World""";"Редакции газеты ""New-York World""";"";"Редакция газеты ""New-York World""";"";""
"Редакция газеты ""The New York World""";"Редакция газеты ""The New York World""";"";"";"Редакция газеты ""The New York World""";"Редакции газеты ""The New York World""";"";"Редакция газеты ""The New York World""";"";""
"Редакция газеты ""The North American""";"Редакция газеты ""The North American""";"";"";"Редакция газеты ""The North American""";"Редакции газеты ""The North American""";"";"Редакция газеты ""The North American""";"";""
"Редакция газеты «Голос»";"Редакция газеты «Голос»";"";"";"Редакция газеты «Голос»";"Редакции газеты «Голос»";"";"Редакция газеты «Голос»";"";""
"Редакция газеты «Молва»";"Редакция газеты «Молва»";"";"";"Редакция газеты «Молва»";"Редакции газеты «Молва»";"";"Редакция газеты «Молва»";"";""
"Редакция газеты «Новое время»";"Редакция газеты «Новое время»";"";"";"Редакция газеты «Новое время»";"Редакции газеты «Новое время»";"";"Редакция газеты «Новое время»";"";""
"Редакция газеты «Новости и Биржевая газета»";"Редакция газеты «Новости и Биржевая газета»";"";"";"Редакция газеты «Новости и Биржевая газета»";"Редакции газеты «Новости и Биржевая газета»";"";"Редакция газеты «Новости и Биржевая газета»";"";""
"Редакция газеты «Новости»";"Редакция газеты «Новости»";"";"";"Редакция газеты «Новости»";"Редакции газеты «Новости»";"";"Редакция газеты «Новости»";"";""
"Редакция журнала ""Будильник""";"Редакция журнала ""Будильник""";"";"";"Редакция журнала ""Будильник""";"Редакции журнала ""Будильник""";"";"Редакция журнала ""Будильник""";"";""
"Редакция журнала ""Исторический вестник""";"Редакция журнала ""Исторический вестник""";"";"";"Редакция журнала ""Исторический вестник""";"Редакции журнала ""Исторический вестник""";"";"Редакция журнала ""Исторический вестник""";"";""
"Редакция журнала «Русский вестник»";"Редакция журнала «Русский вестник»";"";"";"Редакция журнала «Русский вестник»";"Редакции журнала «Русский вестник»";"";"Редакция журнала «Русский вестник»";"";""
"Редров, А. И.";"Редров";"А. И.";"А. И.";"Редров";"Редрову";"";"Редров, А. И.";"";""
"Резнер, Ф. Ф.";"Резнер";"Ф. Ф.";"Ф. Ф.";"Резнер";"Резнеру";"";"Резнер, Ф. Ф.";"";""
"Рейнак, Ж.";"Рейнак";"Ж.";"Ж.";"Рейнак";"Рейнаку";"";"Рейнак, Ж.";"";""
"Рейнац";"Рейнац";"";"";"Рейнац";"Рейнацу";"";"Рейнац";"";""
"Рейнгардт, Н. В.";"Рейнгардт";"Н. В.";"Н. В.";"Рейнгардт";"Рейнгардту";"";"Рейнгардт, Н. В.";"";""
"Рейнике, М. Ф.";"Рейнике";"М. Ф.";"М. Ф.";"Рейнике";"Рейнике";"";"Рейнике, М. Ф.";"";""
"Рейтёрн, Г.";"Рейтёрн";"Г.";"Г.";"Рейтёрн";"Рейтерну";"";"Рейтёрн, Г.";"";""
"Рейтёрн, Г. Ф.";"Рейтёрн";"Г. Ф.";"Г. Ф.";"Рейтёрн";"Рейтерну";"";"Рейтёрн, Г. Ф.";"";""
"Рейтёрн, М. Х.";"Рейтёрн";"М. Х.";"М. Х.";"Рейтёрн";"Рейтерну";"";"Рейтёрн, М. Х.";"";""
"Рейхель, Мария Каспаровна";"Рейхель";"Мария Каспаровна";"М. К.";"Рейхель";"Рейхель";"Рейхель, Мария Каспаровна";"Рейхель, М. К.";"";""
"Рейхель, Я. Я.";"Рейхель";"Я. Я.";"Я. Я.";"Рейхель";"Рейхелю";"";"Рейхель, Я. Я.";"";""
"Рейхман, Карл";"Рейхман";"Карл";"К.";"Рейхман";"Рейхман";"Рейхман, Карл";"Рейхман, К.";"";""
"ректор Дерптского университета";"ректор Дерптского университета";"";"";"ректор Дерптского университета";"ректору Дерптского университета";"";"ректор Дерптского университета";"";""
