"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Жорж Санд. (1). 18 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"М. П. Тургеневой. (1). 19 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Жюлю Этцелю. (1). 19 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"П. В. Анненкову. (1). 21 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Э. С. Полторацкой. (1). 21 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 21 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 22 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Валентине Делессер. (1). 23 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Н. А. Кишинскому. (1). 23 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"П. В. Шумахеру. (1). 23 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"П. В. Анненкову. (1). 25 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Полине Брюэр. (1). 26 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Вильяму Рольстону. (1). 26 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Гюставу Флоберу. (1). 27 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"П. В. Анненкову. (1). 31 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 31 октября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Э. С. Полторацкой. (1). 3 ноября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Вильяму Рольстону. (1). 4 ноября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Валентине Делессер. (1). 5 ноября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Людвигу Пичу. (1). 6 ноября 1872.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 12. Письма, 1872-1873. М.: Наука, 2000. 503, [1] c., 1 л. портр.: факс.";2000;"письмо";"односторонняя";"Н. А. Кишинскому. (1). 7 ноября 1872.";;
