"автор";"род деятельности";"публикация";"год публикации";"формат публикации (переписка/письмо/отрывки/отрывок)";"односторонняя / двусторонняя";"персоналии";"примечания";"электронный источник"
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Н. С. Тургеневу. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Людвигу Фридлендеру. (1). 21 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Я. П. Полонскому. (1). 23 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 23 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 27 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 27 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 30 марта 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 1 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Жорж Санд. (1). 3 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"П. В. Анненкову. (1). 4 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. М. Стасюлевичу. (1). 4 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Эмилю Золя. (1). 5 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Ю. П. Вревской. (1). 6 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"А. В. Сорневой. (1). 13 ноября 1871 — 6 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"М. В. Авдееву. (1). 7 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Полине Брюэр. (1). 7 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Г. Н. Вырубову. (1). 1872 — 7 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"А. Н. Тургеневу. (1). Ноябрь 1871 — 8 апреля 1874.";;
"Тургенев, Иван Сергеевич";" писатель, поэт, публицист, драматург, переводчик";"Тургенев И.С. Полное собрание сочинений и писем: В 30 т. Письма. В 18 т.: Т. 13. Письма, 1874. М.: Наука, 2002. [1] л. портр., 557, [1] c.";2002;"письмо";"односторонняя";"Кларе Тургеневой. (1). Ноябрь 1871 — 8 апреля 1874.";;
